Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Latitude;Longitude;Nom communes équipées
11030;Oberkampf - République;SANN;24;21;2;0;2;SANN;SANN;2022-10-05;48,86531609;2,376114785;Paris
32604;Square du Théâtre du Garde-Chasse;SANN;50;49;0;0;0;SANN;SANN;2022-10-05;48,88128738;2,420119643;Les Lilas
1119;Cossonnerie - Sébastopol;SANN;24;13;8;4;4;SANN;SANN;2022-10-05;48,86132666;2,349419631;Paris
8057;Hoche - Tilsitt;SANN;33;11;22;6;16;SANN;SANN;2022-10-05;48,87483646;2,297132313;Paris
31708;Noisy le Sec - Jean-Baptiste Clément;SANN;22;20;0;0;0;SANN;SANN;2022-10-05;48,87451539;2,41528362;Bagnolet
17105;Place Madeleine Daniélou;SANN;42;27;14;8;6;SANN;SANN;2022-10-05;48,883498;2,282015;Paris
25003;Henri Ste-Claire Déville - Paul Héroult;SANN;24;10;12;8;4;SANN;SANN;2022-10-05;48,892663;2,172411;Rueil-Malmaison
11105;Parmentier - République;SANN;50;47;3;2;1;SANN;SANN;2022-10-05;48,8644954;2,3750124;Paris
31003;Paris - Emile Zola;SANN;30;19;11;8;3;SANN;SANN;2022-10-05;48,8548981;2,418668568;Montreuil
18009;Jean-François Lépine - Stephenson;SANN;22;17;1;0;1;SANN;SANN;2022-10-05;48,88611467;2,356855628;Paris
9116;Victoire - Chaussée d'Antin;SANN;24;3;21;12;9;SANN;SANN;2022-10-05;48,87506579;2,331673801;Paris
22003;Beffroy;SANN;26;1;24;20;4;SANN;SANN;2022-10-05;48,88659107;2,26139456;Neuilly-sur-Seine
16008;Galilée - Kléber;SANN;32;2;28;11;17;SANN;SANN;2022-10-05;48,86741187;2,29078138;Paris
16038;Molitor - Chardon-Lagache;SANN;34;14;20;11;9;SANN;SANN;2022-10-05;48,8452088;2,265684083;Paris
13050;Quai Panhard et Levassor;SANN;57;0;51;34;17;SANN;SANN;2022-10-05;48,82837483;2,384273746;Paris
14110;Abbé Carton - Plantes;SANN;25;25;0;0;0;SANN;SANN;2022-10-05;48,82767382;2,320918143;Paris
19024;Botzaris - Parc des Buttes Chaumont;SANN;20;18;2;1;1;SANN;SANN;2022-10-05;48,877951;2,381464;Paris
17125;Marie-Georges Picquart - Pereire;SANN;32;30;1;0;1;SANN;SANN;2022-10-05;48,88863669;2,31117066;Paris
41601;Général De Gaulle - Alouette;SANN;26;20;6;2;4;SANN;SANN;2022-10-05;48,839109;2,4175664;Saint-Mandé
43005;Gare RER de Vincennes;SANN;51;15;35;27;8;SANN;SANN;2022-10-05;48,84756302;2,433383167;Vincennes
9010;Rochechouart lamartine;SANN;24;14;6;3;3;SANN;SANN;2022-10-05;48,8767199;2,344393022;Paris
19032;Villette - Belleville;SANN;48;42;4;1;3;SANN;SANN;2022-10-05;48,87268773;2,376461327;Paris
15021;Joseph Liouville - Croix Nivert;SANN;64;60;3;1;2;SANN;SANN;2022-10-05;48,84483547;2,297508493;Paris
19022;Marché Secrétan;SANN;26;26;0;0;0;SANN;SANN;2022-10-05;48,88125496;2,373463288;Paris
5012;Estrapade - Ulm;SANN;16;1;15;11;4;SANN;SANN;2022-10-05;48,84512773;2,345456817;Paris
21701;Larmeroux - Baudelaire;SANN;29;26;2;1;1;SANN;SANN;2022-10-05;48,81693991;2,28098948;Vanves
11024;Mairie du 11ème;SANN;51;43;5;2;3;SANN;SANN;2022-10-05;48,858925;2,3789759;Paris
24001;Arche - Léonard de Vinci;SANN;28;6;22;11;11;SANN;SANN;2022-10-05;48,89790972;2,238372304;Courbevoie
15103;Cauchy - Cévennes;SANN;51;38;13;12;1;SANN;SANN;2022-10-05;48,84337257;2,275132835;Paris
22016;Charles de Gaulle - Sablonville;SANN;26;18;7;5;2;SANN;SANN;2022-10-05;48,87991925;2,276377045;Neuilly-sur-Seine
16108;Sablons - Georges Mandel;SANN;38;36;2;2;0;SANN;SANN;2022-10-05;48,863875;2,28189;Paris
14136;Auguste Cain - Jean Moulin;SANN;40;40;0;0;0;SANN;SANN;2022-10-05;48,82577029;2,321041524;Paris
16136;Théophile Gautier - François Millet;SANN;30;20;9;9;0;SANN;SANN;2022-10-05;48,85034821;2,273029983;Paris
8025;Miromesnil - La Boétie;SANN;35;2;32;15;17;SANN;SANN;2022-10-05;48,87372241;2,315848097;Paris
20134;Lieutenant Chauré - Etienne Marey;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,86746195;2,405970991;Paris
10014;Marseille - Beaurepaire;SANN;55;48;4;3;1;SANN;SANN;2022-10-05;48,87162431;2,363926508;Paris
32302;Chemin Vert - Fraternité;SANN;20;19;0;0;0;SANN;SANN;2022-10-05;48,87714121;2,446156517;Romainville
42010;Mairie d'Ivry-sur-Seine;SANN;53;19;32;31;1;SANN;SANN;2022-10-05;48,81057121;2,384282649;Ivry-sur-Seine
5123;Saint-Germain - Thenard;SANN;31;25;5;3;2;SANN;SANN;2022-10-05;48,850571;2,3471015;Paris
15046;Parc Georges Brassens - Brancion;SANN;29;27;1;1;0;SANN;SANN;2022-10-05;48,83227829;2,302257009;Paris
13002;Arago - Glacière;SANN;27;19;5;2;3;SANN;SANN;2022-10-05;48,83486055;2,344577052;Paris
16040;Exelmans - Michel-Ange;SANN;33;30;2;1;1;SANN;SANN;2022-10-05;48,84309487;2,25977708;Paris
11035;Parmentier - Abel Rabaud;SANN;52;48;3;3;0;SANN;SANN;2022-10-05;48,86921274;2,371688821;Paris
22006;Pierret - Madrid;SANN;28;8;16;9;7;SANN;SANN;2022-10-05;48,88297658;2,260125767;Neuilly-sur-Seine
46001;Place Paul Eluard;SANN;19;2;17;11;6;SANN;SANN;2022-10-05;48,76720397;2,414497733;Choisy-le-Roi
17028;Reims - Raymond Pitet;SANN;37;34;3;0;3;SANN;SANN;2022-10-05;48,8888;2,296319;Paris
21301;Saint-Vincent - Verdun;SANN;34;10;24;24;0;SANN;SANN;2022-10-05;48,81921155;2,254007757;Issy-les-Moulineaux
42302;Aristide Briand - Gare de Bagneux;SANN;22;3;18;9;9;SANN;SANN;2022-10-05;48,7938727;2,321148813;Cachan
19029;Seine - Flandre;SANN;19;16;1;0;1;SANN;SANN;2022-10-05;48,88678574;2,37461932;Paris
1002;Victoria - Place du Chatelet;SANN;22;11;7;2;5;SANN;SANN;2022-10-05;48,85799259;2,346916795;Paris
21104;Madame de Sanzillon - Mozart;SANN;22;9;13;10;3;SANN;SANN;2022-10-05;48,90379821;2,318740189;Clichy
32003;Wilson - Métallurgie;SANN;28;15;11;7;4;SANN;SANN;2022-10-05;48,90942301;2,358443588;Saint-Denis
19013;Laumière - Petit;SANN;34;28;4;1;3;SANN;SANN;2022-10-05;48,88467369;2,380039059;Paris
11042;Grand Prieuré - Crussol;SANN;49;42;6;4;2;SANN;SANN;2022-10-05;48,86466063;2,369226553;Paris
9032;Mathurins - Auber;SANN;36;35;0;0;0;USANN;USANN;2022-09-18;48,87298884;2,329498421;Paris
9005;Square d'Anvers;SANN;33;28;0;0;0;SANN;SANN;2022-10-05;48,88263348;2,344884406;Paris
19016;Hautpoul - Jean Jaurès;SANN;32;30;1;1;0;USANN;USANN;2022-09-22;48,88639368;2,386541454;Paris
7102;Mairie du 7ème;SANN;27;1;26;18;8;SANN;SANN;2022-10-05;48,8577967;2,3192664;Paris
20121;Boyer - Ménilmontant;SANN;19;18;1;1;0;SANN;SANN;2022-10-05;48,86889516;2,391982415;Paris
15013;Volontaire - Lecourbe;SANN;31;23;7;4;3;SANN;SANN;2022-10-05;48,84351379;2,306552231;Paris
20111;Villiers de l'Isle Adam - Pyrénées;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,867362;2,396222;Paris
42301;Gare Arcueil - Cachan;SANN;28;15;13;7;6;SANN;SANN;2022-10-05;48,799824;2,328171;Arcueil
32016;Place de la Porte de Paris;SANN;40;31;8;3;5;SANN;SANN;2022-10-05;48,93009363;2,356403768;Saint-Denis
42504;Gare RER de Gentilly;SANN;30;26;4;0;4;SANN;SANN;2022-10-05;48,81428045;2,34103471;Gentilly
15201;Place Amédée Gordini - Lefebvre;SANN;38;24;14;4;10;SANN;SANN;2022-10-05;48,83061738;2,292063421;Paris
42015;Place Jean Ferrat;SANN;25;23;2;0;2;SANN;SANN;2022-10-05;48,81849452;2,374417484;Ivry-sur-Seine
31010;Stalingrad - Désiré Chevalier;SANN;42;37;4;1;3;SANN;SANN;2022-10-05;48,8567017;2,445072234;Montreuil
5006;Saint-Jacques - Soufflot;SANN;19;19;0;0;0;USANN;USANN;2022-09-15;48,8465255;2,343099;Paris
92008;Hôtel de Ville de Nanterre;SANN;38;30;8;5;3;SANN;SANN;2022-10-05;48,8923719;2,205548957;Nanterre
8013;Marignan - Champs-Elysées;SANN;35;3;31;16;15;SANN;SANN;2022-10-05;48,86949566;2,306613814;Paris
41402;Victor Hugo - Ecoles;SANN;25;8;17;16;1;SANN;SANN;2022-10-05;48,80476008;2,418037393;Alfortville
43003;Hôpital Bégin;SANN;26;11;14;6;8;SANN;SANN;2022-10-05;48,84571672;2,427246273;Vincennes
18012;Stephenson - Doudeauville;SANN;36;34;1;0;1;SANN;SANN;2022-10-05;48,88853705;2,356161028;Paris
11004;Charonne - Faubourg Saint-Antoine;SANN;34;4;30;24;6;SANN;SANN;2022-10-05;48,85219191;2,374093272;Paris
12009;Charenton - Diderot;SANN;18;7;8;5;3;SANN;SANN;2022-10-05;48,84617146;2,379306816;Paris
7005;Raspail - Bac;SANN;52;3;49;40;9;SANN;SANN;2022-10-05;48,85562872;2,325660288;Paris
18201;Tristan Tzara -  Tchaïkovski;SANN;33;26;4;3;1;SANN;SANN;2022-10-05;48,89490222;2,364849038;Paris
11036;Jules Ferry - Faubourg du Temple Paris;SANN;58;48;8;6;2;SANN;SANN;2022-10-05;48,868397;2,3678933;Paris
19008;Flandre - Alphonse Karr;SANN;26;23;2;1;1;SANN;SANN;2022-10-05;48,89465;2,381868;Paris
19125;Place de l'Édit de Nantes;SANN;30;28;0;0;0;SANN;SANN;2022-10-05;48,88879;2,3785;Paris
9021;Saint Georges - d'Aumale;SANN;23;15;7;2;5;SANN;SANN;2022-10-05;48,8777864;2,337429821;Paris
14036;Boulard - Daguerre;SANN;45;42;3;1;2;SANN;SANN;2022-10-05;48,83446473;2,329338603;Paris
12027;Montgallet - Charenton;SANN;16;14;1;1;0;SANN;SANN;2022-10-05;48,84264778;2,386164928;Paris
23009;Anatole France - Louise Michel;SANN;50;31;17;8;9;SANN;SANN;2022-10-05;48,88873215;2,288157642;Levallois-Perret
11007;Jean Macé - Faidherbe;SANN;63;50;10;8;2;SANN;SANN;2022-10-05;48,85337548;2,382862084;Paris
32303;Gaston Roussel - Commune de Paris;SANN;30;20;8;3;5;SANN;SANN;2022-10-05;48,89432035;2,432552274;Romainville
42029;Stalingrad - Germaine Tailleferre;SANN;28;25;1;1;0;SANN;SANN;2022-10-05;48,802572;2,37866912;Ivry-sur-Seine
21313;Guynemer - Séverine;SANN;26;4;22;12;10;SANN;SANN;2022-10-05;48,83091743;2,279070653;Issy-les-Moulineaux
8035;Bienfaisance - Place de Narvik;SANN;36;0;35;18;17;SANN;SANN;2022-10-05;48,87660163;2,312977128;Paris
17102;Alfred Roll - Berthier;SANN;28;25;3;1;2;SANN;SANN;2022-10-05;48,88780857;2,300095298;Paris
6013;Jacques Callot - Mazarine;SANN;28;6;19;8;11;SANN;SANN;2022-10-05;48,85528018;2,337574326;Paris
16111;Faustin Hélie - Desbordes-Valmore;SANN;33;33;0;0;0;SANN;SANN;2022-10-05;48,859403;2,276522;Paris
28001;Richard Wallace - Place du 8 Mai 1945;SANN;30;16;11;10;1;SANN;SANN;2022-10-05;48,87866795;2,242034376;Puteaux
7015;Varenne;SANN;47;6;39;30;9;SANN;SANN;2022-10-05;48,85720266;2,315277122;Paris
26007;Square Gilbert Thomain;SANN;20;15;5;1;4;SANN;SANN;2022-10-05;48,90717374;2,269540094;Asnières-sur-Seine
19005;Flandre - Riquet;SANN;21;19;2;1;1;SANN;SANN;2022-10-05;48,88801328;2,373759596;Paris
35018;Ancien Canal - Hélène Brion;SANN;23;13;8;7;1;SANN;SANN;2022-10-05;48,89484799;2,418833859;Pantin
15025;Dupleix - du Guesclin;SANN;47;40;6;5;1;SANN;SANN;2022-10-05;48,8514791;2,29670953;Paris
32602;Mairie des Lilas;SANN;47;45;2;1;1;SANN;SANN;2022-10-05;48,8792834;2,4160182;Les Lilas
18110;Departement - Pajol;SANN;19;18;0;0;0;SANN;SANN;2022-10-05;48,88667485;2,361361161;Paris
12115;Porte de Vincennes;SANN;33;31;2;2;0;SANN;SANN;2022-10-05;48,846454;2,415514;Paris
17011;Fragonard - Porte de Clichy;SANN;56;45;9;7;2;SANN;SANN;2022-10-05;48,89415563;2,314389311;Paris
41606;Pasteur - Gambetta;SANN;19;0;19;6;13;SANN;SANN;2022-10-05;48,84572797;2,423601151;Saint-Mandé
17045;Place des Ternes.;SANN;46;40;6;2;4;SANN;SANN;2022-10-05;48,87843863;2,297727764;Paris
10113;Parmentier - Hôpital Saint-Louis;SANN;43;38;4;2;2;SANN;SANN;2022-10-05;48,87137987;2,369896384;Paris
43402;Place de Verdun;SANN;40;7;32;29;3;SANN;SANN;2022-10-05;48,8202823;2,473775;Joinville-le-Pont
11009;Boulets - Voltaire;SANN;24;18;6;2;4;SANN;SANN;2022-10-05;48,85218706;2,389030159;Paris
33018;Edouard Poisson - Victor Hugo;SANN;30;19;9;7;2;SANN;SANN;2022-10-05;48,91118557;2,379864753;Aubervilliers
14021;Place de la Porte de Châtillon;SANN;59;54;2;0;2;SANN;SANN;2022-10-05;48,8242469;2,3186306;Paris
12013;Montgallet - Reuilly;SANN;16;9;7;5;2;SANN;SANN;2022-10-05;48,844291;2,3896481;Paris
16121;Jardin d'Acclimatation;SANN;33;6;24;17;7;SANN;SANN;2022-10-05;48,87877224;2,270772234;Paris
11115;Montreuil - Gonnet;SANN;24;19;4;1;3;SANN;SANN;2022-10-05;48,85050056;2,389085629;Paris
18141;Clignancourt - Sofia;SANN;19;16;2;0;2;SANN;SANN;2022-10-05;48,88511992;2,347194888;Paris
21305;Place Jacques Madaule;SANN;25;2;22;16;6;SANN;SANN;2022-10-05;48,82393379;2,260691822;Issy-les-Moulineaux
17037;Bayen - Pereire;SANN;22;19;3;2;1;SANN;SANN;2022-10-05;48,88180441;2,292108871;Paris
8033;Commandant Rivière;SANN;27;2;24;17;7;SANN;SANN;2022-10-05;48,872933;2,309796;Paris
11102;Alexandre Dumas - Voltaire;SANN;59;44;12;10;2;SANN;SANN;2022-10-05;48,85288867;2,389147641;Paris
14117;Gare Montparnasse - René Mouchotte;SANN;39;36;3;0;3;SANN;SANN;2022-10-05;48,83920384;2,320883945;Paris
19004;Quai de la Loire - Jean Jaurès;SANN;16;13;2;1;1;SANN;SANN;2022-10-05;48,88339734;2,371074523;Paris
23001;Paul Vaillant Couturier - Chaptal;SANN;39;1;34;26;8;SANN;SANN;2022-10-05;48,89347958;2,277525365;Levallois-Perret
33003;Bordier - Félix Faure;SANN;48;44;4;3;1;SANN;SANN;2022-10-05;48,90390752;2,383005917;Aubervilliers
33009;Félix Faure - Sadi Carnot;SANN;33;23;8;6;2;SANN;SANN;2022-10-05;48,9081211;2,378623188;Aubervilliers
41102;Gare de Laplace;SANN;43;28;15;8;7;SANN;SANN;2022-10-05;48,80893199;2,334946096;Arcueil
5021;Jussieu - Fossés Saint-Bernard;SANN;39;0;38;26;12;SANN;SANN;2022-10-05;48,84718551;2,35348586;Paris
16124;Route de Sèvres - Porte de Bagatelle;SANN;66;45;17;15;2;SANN;SANN;2022-10-05;48,87525984;2,249415815;Paris
25005;18 juin 1940 - Buzenval;SANN;25;19;5;1;4;SANN;SANN;2022-10-05;48,868807;2,185428;Rueil-Malmaison
22505;Mairie de La Garenne Colombes;SANN;22;20;2;1;1;SANN;SANN;2022-10-05;48,90663823;2,246795967;La Garenne-Colombes
20043;Charonne - Avron;SANN;27;27;0;0;0;SANN;SANN;2022-10-05;48,85160267;2,398403047;Paris
19115;Porte de la Villette;SANN;27;25;1;1;0;SANN;SANN;2022-10-05;48,89835197;2,386150137;Paris
13045;Jean Colly - Tolbiac;SANN;36;28;7;5;2;SANN;SANN;2022-10-05;48,82781729;2,370549068;Paris
14034;Ouest - Château;SANN;23;23;0;0;0;SANN;SANN;2022-10-05;48,83617286;2,319392144;Paris
32010;Place aux Étoiles;SANN;40;5;35;14;21;SANN;SANN;2022-10-05;48,91835629;2,352342568;Saint-Denis
16018;Flandrin - Henri Martin;SANN;18;1;14;9;5;SANN;SANN;2022-10-05;48,8643275;2,2724174;Paris
15010;Square Cambronne;SANN;59;35;21;16;5;SANN;SANN;2022-10-05;48,84756655;2,302569151;Paris
12034;Pirogues de Bercy - Libourne;SANN;49;29;20;12;8;SANN;SANN;2022-10-05;48,832308;2,38637;Paris
7009;Assemblée Nationale;SANN;63;8;55;34;21;SANN;SANN;2022-10-05;48,86141101;2,320121419;Paris
15033;Place Violet;SANN;30;29;1;1;0;SANN;SANN;2022-10-05;48,84487894;2,290575653;Paris
12029;Dugommier;SANN;55;51;4;1;3;SANN;SANN;2022-10-05;48,83881105;2,389657795;Paris
16034;Porte d'Auteuil;SANN;33;25;6;2;4;SANN;SANN;2022-10-05;48,84793941;2,260839678;Paris
33001;Victor Hugo - Magasins Généraux;SANN;34;4;30;12;18;SANN;SANN;2022-10-05;48,9032814;2,368072383;Aubervilliers
20132;Réunion - Avron;SANN;26;25;0;0;0;SANN;SANN;2022-10-05;48,85256675;2,403928069;Paris
20119;Square des Saint-Simoniens;SANN;25;24;1;0;1;SANN;SANN;2022-10-05;48,8701796;2,3967273;Paris
5114;Claude Bernard - Arbalète;SANN;17;6;11;5;6;SANN;SANN;2022-10-05;48,83976677;2,347510904;Paris
19019;Petit - Manin;SANN;22;20;2;1;1;SANN;SANN;2022-10-05;48,88650688;2,39381554;Paris
21403;Gare de Clamart;SANN;14;11;3;0;3;SANN;SANN;2022-10-05;48,81383536;2,272278965;Clamart
42207;Place des Marseillais;SANN;37;20;17;10;7;SANN;SANN;2022-10-05;48,82663907;2,405928075;Charenton-le-Pont
12030;Charenton - Wattignies;SANN;33;29;4;2;2;SANN;SANN;2022-10-05;48,8366758;2,391795856;Paris
92003;Chanzy - Sud-Est;SANN;25;16;9;6;3;SANN;SANN;2022-10-05;48,88891204;2,19563216;Nanterre
42707;Place Jean-Baptiste Clément;SANN;25;16;6;4;2;SANN;SANN;2022-10-05;48,81240467;2,361709177;Le Kremlin-Bicêtre
5119;Jussieu - Guy de la Brosse;SANN;40;1;38;32;6;SANN;SANN;2022-10-05;48,845665;2,355653;Paris
20036;Ménilmontant - Pelleport;SANN;19;18;0;0;0;SANN;SANN;2022-10-05;48,87068263;2,398959602;Paris
35009;Jean Lolive - Parc Stalingrad;SANN;22;19;3;1;2;SANN;SANN;2022-10-05;48,89206174;2,409173548;Pantin
13014;Gare d'Austerlitz;SANN;14;3;10;7;3;SANN;SANN;2022-10-05;48,842524;2,364044;Paris
31705;Champeaux - Gallieni;SANN;50;45;2;1;1;SANN;SANN;2022-10-05;48,86445913;2,416177802;Bagnolet
21109;Guichet - Jean Jaurès;SANN;28;22;5;2;3;SANN;SANN;2022-10-05;48,90516987;2,302384079;Clichy
8055;Courcelles - Place des Ternes;SANN;31;28;3;2;1;SANN;SANN;2022-10-05;48,87819993;2,299286019;Paris
20120;Evariste Galois;SANN;30;29;1;0;1;SANN;SANN;2022-10-05;48,87308754;2,413338013;Paris
27002;Parc Pierre Lagravère;SANN;30;1;27;16;11;SANN;SANN;2022-10-05;48,92650488;2,239069678;Colombes
21502;Verdun - Place Henri IV;SANN;26;18;8;3;5;SANN;SANN;2022-10-05;48,87079738;2,227700315;Suresnes
23701;Parvis Robert Schuman - Roger Salengro;SANN;24;21;1;0;1;SANN;SANN;2022-10-05;48,81265747;2,192175128;Chaville
14001;Edgar Quinet - Gaité;SANN;27;19;7;2;5;SANN;SANN;2022-10-05;48,84116093;2,324595451;Paris
17007;Navier - Epinettes;SANN;36;33;1;0;1;SANN;SANN;2022-10-05;48,89587781;2,322677672;Paris
31012;Place Carnot;SANN;25;22;3;1;2;SANN;SANN;2022-10-05;48,85593932;2,441531718;Montreuil
12126;Gravelle - Route du Bac;SANN;51;42;9;7;2;SANN;SANN;2022-10-05;48,824407;2,418455;Paris
35019;Anatole France - Jean Lolive;SANN;28;20;7;0;7;SANN;SANN;2022-10-05;48,8949922;2,4253764;Pantin
12024;Gare de Bercy;SANN;35;26;9;8;1;SANN;SANN;2022-10-05;48,83979457;2,382606603;Paris
14104;Boyer-Barret - Raymond Losserand;SANN;23;23;0;0;0;SANN;SANN;2022-10-05;48,8332988;2,3173384;Paris
16129;Ceinture du Lac Inferieure - Saint-Cloud;SANN;42;38;1;0;1;SANN;SANN;2022-10-05;48,86218071;2,261787169;Paris
41604;Lagny - Joffre;SANN;31;0;29;21;8;SANN;SANN;2022-10-05;48,84930687;2,417949736;Saint-Mandé
20113;Piat - Parc de Belleville;SANN;21;21;0;0;0;SANN;SANN;2022-10-05;48,87195627;2,38498139;Paris
17018;Parc Monceau;SANN;18;0;15;9;6;SANN;SANN;2022-10-05;48,88107791;2,309549265;Paris
15017;Place Falguière;SANN;23;23;0;0;0;SANN;SANN;2022-10-05;48,83629974;2,310446464;Paris
15029;Emeriau - Place de Brazzaville;SANN;51;21;29;22;7;SANN;SANN;2022-10-05;48,85078526;2,287158519;Paris
18005;Tardieu - Chappe;SANN;18;16;1;1;0;SANN;SANN;2022-10-05;48,88414676;2,341845408;Paris
31702;Pierre et Marie Curie - Julien Grimau;SANN;18;17;1;0;1;SANN;SANN;2022-10-05;48,87071401;2,424097024;Bagnolet
92004;Nanterre - Université;SANN;20;15;4;2;2;SANN;SANN;2022-10-05;48,901365;2,212693;Nanterre
5002;Sommerard - Saint-Jacques;SANN;34;1;31;21;10;SANN;SANN;2022-10-05;48,85031043;2,345015835;Paris
18020;Francoeur - Marcadet;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,89104123;2,340014585;Paris
10005;Petites Ecuries - Faubourg Poissonnière;SANN;17;2;13;9;4;SANN;SANN;2022-10-05;48,87397217;2,348388758;Paris
8102;Lamennais - Washington;SANN;26;2;24;10;14;SANN;SANN;2022-10-05;48,8735299;2,303444892;Paris
13104;Gare d'Austerlitz - Quai Saint-Bernard;SANN;27;27;0;0;0;USANN;USANN;2022-01-18;48,84369031;2,365716398;Paris
21111;Professeur René Leriche - Général Leclerc;SANN;50;19;28;18;10;SANN;SANN;2022-10-05;48,90782845;2,307887971;Clichy
5116;Place Valhubert;SANN;37;2;35;31;4;SANN;SANN;2022-10-05;48,84418258;2,364036664;Paris
2010;Uzès - Montmartre;SANN;29;0;29;16;13;SANN;SANN;2022-10-05;48,87079098;2,343101017;Paris
20136;Henri Chevreau - Couronnes;SANN;27;27;0;0;0;SANN;SANN;2022-10-05;48,87033205;2,388777696;Paris
8101;Londres - Amsterdam;SANN;23;4;19;8;11;SANN;SANN;2022-10-05;48,87803446;2,326483541;Paris
5026;Pascal - Claude Bernard;SANN;49;35;14;12;2;SANN;SANN;2022-10-05;48,83906195;2,349978201;Paris
21105;Morice - Général Leclerc;SANN;25;16;7;4;3;SANN;SANN;2022-10-05;48,90245472;2,312892973;Clichy
43006;Vignerons - Minimes;SANN;29;16;11;11;0;SANN;SANN;2022-10-05;48,841486;2,430793;Vincennes
13026;Place Jean Delay;SANN;35;28;6;6;0;SANN;SANN;2022-10-05;48,823316;2,354336;Paris
15028;Grenelle - Dr Finlay;SANN;71;40;29;27;2;SANN;SANN;2022-10-05;48,85131541;2,291950285;Paris
15055;Vasco de Gama;SANN;54;17;36;33;3;SANN;SANN;2022-10-05;48,83671783;2,283664086;Paris
8012;Batignolles - Place de Clichy;SANN;47;46;1;0;1;SANN;SANN;2022-10-05;48,88347454;2,326493114;Paris
16006;Lauriston - Copernic;SANN;19;0;17;2;15;SANN;SANN;2022-10-05;48,86926;2,289918;Paris
14018;Porte d'Orléans;SANN;48;48;0;0;0;SANN;SANN;2022-10-05;48,8227639;2,3249313;Paris
7014;Saint-François-Xavier;SANN;42;12;30;18;12;SANN;SANN;2022-10-05;48,85154485;2,314614952;Paris
21013;Pierre Grenier - Pont de Billancourt;SANN;21;16;3;1;2;SANN;SANN;2022-10-05;48,82580207;2,248798907;Boulogne-Billancourt
10023;Gare de l'Est - Verdun;SANN;14;12;2;2;0;SANN;SANN;2022-10-05;48,87615605;2,360914908;Paris
42503;Vladimir Ilitch Lénine - Andrée Chedid;SANN;31;30;1;0;1;SANN;SANN;2022-10-05;48,81324012;2,331971607;Gentilly
12011;Charenton - Place du Col Bourgoin;SANN;35;18;12;11;1;SANN;SANN;2022-10-05;48,84486732;2,382578935;Paris
23011;Bineau - Louise Michel;SANN;25;13;12;3;9;SANN;SANN;2022-10-05;48,88666162;2,284327447;Levallois-Perret
21308;Bara - Henri Farman;SANN;36;0;36;21;15;SANN;SANN;2022-10-05;48,83321803;2,26775676;Issy-les-Moulineaux
7006;Quai Voltaire;SANN;32;1;30;19;11;SANN;SANN;2022-10-05;48,85894299;2,331418205;Paris
21019;Edouard Vaillant - Paul-Adolphe Souriau;SANN;28;0;28;16;12;SANN;SANN;2022-10-05;48,83484586;2,247945964;Boulogne-Billancourt
11114;Ledru-Rollin - Charonne;SANN;32;11;18;14;4;SANN;SANN;2022-10-05;48,85345856;2,377246358;Paris
12032;Porte Dorée;SANN;36;3;30;15;15;SANN;SANN;2022-10-05;48,8354337;2,4077132;Paris
20040;Parc de Belleville - Julien Lacroix;SANN;26;26;0;0;0;SANN;SANN;2022-10-05;48,8703459;2,3842214;Paris
19037;Belleville - Porte des Lilas;SANN;32;32;0;0;0;SANN;SANN;2022-10-05;48,87660392;2,404769691;Paris
17017;Gare de Pont-Cardinet;SANN;34;26;8;6;2;SANN;SANN;2022-10-05;48,88713901;2,314494144;Paris
20109;Haxo - Surmelin;SANN;21;20;1;0;1;SANN;SANN;2022-10-05;48,86943708;2,405396575;Paris
23002;Pont de Levallois-bécon;SANN;50;6;43;22;21;SANN;SANN;2022-10-05;48,8984179;2,2791311;Levallois-Perret
6103;Mézières - Rennes;SANN;55;38;17;8;9;SANN;SANN;2022-10-05;48,85023459;2,330381982;Paris
14139;Pierre Larousse - Raymond Losserand;SANN;30;30;0;0;0;SANN;SANN;2022-10-05;48,83059564;2,311918326;Paris
15038;Place Adolphe Cherioux - Vaugirard;SANN;63;60;1;1;0;SANN;SANN;2022-10-05;48,83959443;2,301065773;Paris
13102;Pitié-Salpêtrière;SANN;51;4;45;31;14;SANN;SANN;2022-10-05;48,8374881;2,365213819;Paris
21032;Sèvres-Gallieni;SANN;27;13;13;7;6;SANN;SANN;2022-10-05;48,83780941;2,228151932;Boulogne-Billancourt
11101;Charles Delescluze;SANN;49;42;4;3;1;SANN;SANN;2022-10-05;48,85242201;2,380632497;Paris
19109;Tanger - Place du Maroc;SANN;19;19;0;0;0;SANN;SANN;2022-10-05;48,88625244;2,368929684;Paris
14130;Jonquoy - Didot;SANN;30;30;0;0;0;SANN;SANN;2022-10-05;48,82890455;2,316480763;Paris
10165;Gare de l'Est - Place du 11 Novembre 1918;SANN;40;37;1;1;0;SANN;SANN;2022-10-05;48,876327;2,3585464;Paris
10015;Lucien Sampaix - Récollets;SANN;46;37;9;7;2;SANN;SANN;2022-10-05;48,87433038;2,362122908;Paris
