Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Latitude;Longitude;Nom communes équipées
31016;Lucie Aubrac - Franklin;SANN;36;14;22;3;19;SANN;SANN;2022-10-05;48,86223916;2,44358629;Montreuil
41207;Place du Général de Gaulle;SANN;28;5;23;11;12;SANN;SANN;2022-10-05;48,8525288;2,4877332;Fontenay-sous-Bois
51003;Hôtel de Ville d'Argenteuil;SANN;30;21;9;8;1;SANN;SANN;2022-10-05;48,946504;2,2496396;Argenteuil
34002;Capitaine Glarner - Gabriel Péri;SANN;27;2;20;15;5;SANN;SANN;2022-10-05;48,9024499;2,330480753;Saint-Ouen-sur-Seine
11020;Belfort - Voltaire;SANN;39;33;5;3;2;SANN;SANN;2022-10-05;48,8563358;2,3829901;Paris
6018;Michelet - Assas;SANN;18;0;18;9;9;SANN;SANN;2022-10-05;48,8427415;2,335021198;Paris
8051;Batignolles - Rome;SANN;15;9;5;2;3;SANN;SANN;2022-10-05;48,88182337;2,32025899;Paris
6107;Place Alphonse Deville;SANN;23;6;16;13;3;SANN;SANN;2022-10-05;48,85018826;2,327596173;Paris
13043;Dunois - Clisson;SANN;51;46;3;3;0;SANN;SANN;2022-10-05;48,832294;2,3674523;Paris
31019;Vincennes - Douy-Delcupe;SANN;38;37;1;0;1;SANN;SANN;2022-10-05;48,85493692;2,436049283;Montreuil
14122;Colonel Monteil - Brune;SANN;19;17;1;0;1;SANN;SANN;2022-10-05;48,82650293;2,3092748;Paris
32014;Place du Cornillon - Stade de France;SANN;35;28;7;7;0;SANN;SANN;2022-10-05;48,92540696;2,364442684;Saint-Denis
9115;Milton - Manuel;SANN;22;22;0;0;0;SANN;SANN;2022-10-05;48,878249;2,341181;Paris
18032;Porte de Clignancourt.;SANN;56;53;1;1;0;SANN;SANN;2022-10-05;48,897488;2,343996;Paris
16123;Mahatma Gandhi;SANN;26;12;12;5;7;SANN;SANN;2022-10-05;48,876356;2,264205;Paris
17124;Porte de Saint-Ouen - Henri Huchard;SANN;26;22;3;2;1;SANN;SANN;2022-10-05;48,89870837;2,32953608;Paris
21003;Jean Jaurès - Jean Baptiste Clément;SANN;24;8;16;14;2;SANN;SANN;2022-10-05;48,84576261;2,236965001;Boulogne-Billancourt
44012;Génie - Mozart;SANN;19;18;1;0;1;SANN;SANN;2022-10-05;48,79490238;2,373418361;Vitry-sur-Seine
18025;Mairie du 18ème;SANN;40;36;1;1;0;SANN;SANN;2022-10-05;48,8929393;2,344551086;Paris
17027;Place du Maréchal Juin - Péreire;SANN;46;41;4;2;2;SANN;SANN;2022-10-05;48,885263;2,298286;Paris
17122;Bridaine - Lamandé;SANN;29;26;2;0;2;SANN;SANN;2022-10-05;48,8862074;2,3206239;Paris
22101;Gare Routière de Saint Cloud;SANN;31;8;22;13;9;SANN;SANN;2022-10-05;48,84288184;2,222245038;Saint-Cloud
9023;Laffitte - Italiens;SANN;33;1;31;21;10;SANN;SANN;2022-10-05;48,87181574;2,337201548;Paris
13016;Primo Levi - Frigos;SANN;34;0;34;20;14;SANN;SANN;2022-10-05;48,83094845;2,379653516;Paris
26001;Gare d'Asnières sur Seine;SANN;24;5;17;13;4;SANN;SANN;2022-10-05;48,90636459;2,283506691;Asnières-sur-Seine
44102;Verdun - Adrien Damalix;SANN;26;20;3;0;3;SANN;SANN;2022-10-05;48,82223342;2,421532832;Saint-Maurice
17047;Courcelles - Pierre Demours;SANN;26;16;7;2;5;SANN;SANN;2022-10-05;48,88376973;2,298584663;Paris
19039;Edouard Pailleron - Simon Bolivar;SANN;24;23;1;0;1;SANN;SANN;2022-10-05;48,87979886;2,374839261;Paris
6016;Danton - Serpente;SANN;22;7;13;13;0;SANN;SANN;2022-10-05;48,85229736;2,341413237;Paris
16032;Eglise d'Auteuil;SANN;21;5;15;14;1;SANN;SANN;2022-10-05;48,84749842;2,268483871;Paris
11040;Temple - Jean-Pierre Timbaud;SANN;36;34;1;1;0;SANN;SANN;2022-10-05;48,86446597;2,366059721;Paris
22001;Château - Bineau;SANN;23;12;10;5;5;SANN;SANN;2022-10-05;48,89040403;2,270106375;Neuilly-sur-Seine
41204;République - Danton;SANN;20;20;0;0;0;SANN;SANN;2022-10-05;48,85249172;2,462034523;Fontenay-sous-Bois
20027;Porte de Ménilmontant;SANN;15;15;0;0;0;SANN;SANN;2022-10-05;48,86915436;2,409322469;Paris
17046;Mac-Mahon - Brey;SANN;25;20;5;2;3;SANN;SANN;2022-10-05;48,87753208;2,294512536;Paris
20021;Indre - Prairies;SANN;38;37;0;0;0;SANN;SANN;2022-10-05;48,86254399;2,403290458;Paris
19009;Cité des Sciences et de l'Industrie;SANN;30;24;3;1;2;SANN;SANN;2022-10-05;48,89659571;2,384599149;Paris
15108;Lourmel - Marie Skobtsov;SANN;22;20;1;1;0;SANN;SANN;2022-10-05;48,844974;2,287283;Paris
18109;Pajol - Riquet;SANN;47;44;2;0;2;SANN;SANN;2022-10-05;48,88960028;2,362853475;Paris
19040;Belleville - Télégraphe;SANN;41;41;0;0;0;SANN;SANN;2022-10-05;48,8756045;2,3995549;Paris
19038;Lassus - Delouvain;SANN;20;20;0;0;0;SANN;SANN;2022-10-05;48,87550448;2,389032733;Paris
21703;Square du Carrefour de l'Insurrection;SANN;23;22;0;0;0;SANN;SANN;2022-10-05;48,82086456;2,291113436;Vanves
32017;Basilique;SANN;22;0;19;14;5;SANN;SANN;2022-10-05;48,93626891;2,358866682;Saint-Denis
20118;Orteaux - Mouraud;SANN;24;24;0;0;0;SANN;SANN;2022-10-05;48,85558643;2,408762908;Paris
17121;Square des Epinettes;SANN;20;19;1;1;0;SANN;SANN;2022-10-05;48,8938391;2,32595399;Paris
16021;François Ponsard - La Muette;SANN;23;6;16;9;7;SANN;SANN;2022-10-05;48,8583666;2,2744515;Paris
47006;Les Planètes;SANN;16;5;9;7;2;SANN;SANN;2022-10-05;48,80998499;2,458085306;Maisons-Alfort
9031;Provence - Chaussée d'Antin;SANN;25;2;22;17;5;SANN;SANN;2022-10-05;48,87428448;2,332976512;Paris
10020;Chabrol - d'Hauteville;SANN;13;4;8;4;4;SANN;SANN;2022-10-05;48,87701839;2,351317964;Paris
9117;Bellefond - Maubeuge;SANN;31;27;3;3;0;SANN;SANN;2022-10-05;48,8782554;2,345264219;Paris
18113;Lepic - Armée d'Orient;SANN;24;22;1;1;0;SANN;SANN;2022-10-05;48,8875364;2,33430773;Paris
20023;Pelleport - Belgrand;SANN;15;13;2;1;1;SANN;SANN;2022-10-05;48,86500082;2,403980836;Paris
18029;Emile Blemont - Poteau;SANN;39;36;0;0;0;SANN;SANN;2022-10-05;48,8943782;2,3415122;Paris
6030;Assas - Vaugirard;SANN;35;5;28;12;16;SANN;SANN;2022-10-05;48,84827411;2,329241373;Paris
15031;Théâtre - Lourmel;SANN;53;48;5;4;1;SANN;SANN;2022-10-05;48,84820704;2,289865874;Paris
15035;Place Etienne Pernet;SANN;43;35;6;4;2;SANN;SANN;2022-10-05;48,84243457;2,292181961;Paris
21014;Hameau Fleuri - Marché;SANN;22;19;2;0;2;SANN;SANN;2022-10-05;48,83144889;2,241240442;Boulogne-Billancourt
18049;Porte d'Aubervilliers;SANN;55;38;15;7;8;SANN;SANN;2022-10-05;48,89859662;2,368972264;Paris
12107;Diderot - Pierre Bourdan;SANN;21;17;4;3;1;SANN;SANN;2022-10-05;48,84764862;2,390258275;Paris
35017;Toffier Decaux - Cartier Bresson;SANN;7;3;4;1;3;SANN;SANN;2022-10-05;48,90165073;2,401754558;Pantin
14112;Méchain - Faubourg Saint-Jacques;SANN;16;8;7;3;4;SANN;SANN;2022-10-05;48,83586772;2,337980342;Paris
31703;Sadi Carnot - François Mitterrand;SANN;27;24;0;0;0;SANN;SANN;2022-10-05;48,87532688;2,424161732;Bagnolet
21001;Transvaal - Charles de Gaulle;SANN;27;7;19;16;3;SANN;SANN;2022-10-05;48,8482804;2,237342012;Boulogne-Billancourt
11041;Square Saint-Ambroise;SANN;43;27;11;10;1;SANN;SANN;2022-10-05;48,860934;2,375841;Paris
18033;Belliard - Damrémont;SANN;34;30;0;0;0;SANN;SANN;2022-10-05;48,89669239;2,33802345;Paris
35003;Gabrielle Josserand - Edouard Vaillant;SANN;25;15;6;3;3;SANN;SANN;2022-10-05;48,90271566;2,393327057;Pantin
20116;Haies - Réunion;SANN;22;21;1;0;1;SANN;SANN;2022-10-05;48,85386897;2,402426162;Paris
35014;Charles de Gaulle - Jean Lolive;SANN;26;18;7;7;0;SANN;SANN;2022-10-05;48,89326444;2,412676513;Pantin
15002;Maine - Antoine Bourdelle;SANN;17;16;1;0;1;SANN;SANN;2022-10-05;48,84308532;2,320263947;Paris
47005;Ecole Vétérinaire;SANN;36;4;31;23;8;SANN;SANN;2022-10-05;48,8148886;2,422436216;Maisons-Alfort
21310;Kléber - Gouverneur Général Eboué;SANN;24;4;15;15;0;SANN;SANN;2022-10-05;48,82688584;2,272341326;Issy-les-Moulineaux
11006;Ledru-Rollin - Place du Père Chaillet;SANN;37;32;3;3;0;SANN;SANN;2022-10-05;48,85643371;2,379020588;Paris
16043;Place de Passy;SANN;15;13;1;1;0;SANN;SANN;2022-10-05;48,85780292;2,277500547;Paris
19127;Aubervilliers - Curial;SANN;23;10;10;7;3;SANN;SANN;2022-10-05;48,89088305;2,368857935;Paris
16027;Mozart - Jasmin;SANN;62;57;3;0;3;SANN;SANN;2022-10-05;48,85286125;2,268483571;Paris
16015;Bassano -  Iéna;SANN;15;0;13;3;10;SANN;SANN;2022-10-05;48,86814451;2,296149601;Paris
11043;Place Pasdeloup;SANN;21;17;3;2;1;SANN;SANN;2022-10-05;48,86265422;2,367032506;Paris
15070;Balard - Montagne de la Fage;SANN;36;3;32;26;6;SANN;SANN;2022-10-05;48,8385074;2,278287113;Paris
16029;Maison de Radio - France;SANN;47;30;16;13;3;SANN;SANN;2022-10-05;48,85132886;2,27778554;Paris
47004;Stade Auguste Delaune;SANN;21;3;17;11;6;SANN;SANN;2022-10-05;48,80896379;2,434520423;Maisons-Alfort
18017;Caulaincourt - Place Constantin Pecqueur;SANN;44;32;12;5;7;SANN;SANN;2022-10-05;48,88967791;2,338178714;Paris
9026;Jean-Baptiste Pigalle - La Bruyere;SANN;17;12;4;1;3;SANN;SANN;2022-10-05;48,87939826;2,333709173;Paris
9017;Lallier - Trudaine;SANN;29;23;6;0;6;SANN;SANN;2022-10-05;48,88109247;2,340822481;Paris
11010;Boulets - Faubourg Saint-Antoine;SANN;43;39;3;1;2;SANN;SANN;2022-10-05;48,84925926;2,391754614;Paris
18008;Square Léon;SANN;33;31;1;1;0;SANN;SANN;2022-10-05;48,88667397;2,353205569;Paris
16122;Route de la Muette - Porte de Neuilly;SANN;50;4;44;43;1;SANN;SANN;2022-10-05;48,8798926;2,2587671;Paris
13103;Hôpital Pitié Salpêtrière;SANN;50;38;11;4;7;SANN;SANN;2022-10-05;48,8377016;2,3604946;Paris
23007;Président Wilson - Jean Jaures;SANN;27;7;14;9;5;SANN;SANN;2022-10-05;48,89034054;2,292068303;Levallois-Perret
8001;Petit Palais;SANN;43;2;39;28;11;SANN;SANN;2022-10-05;48,8667692;2,3157655;Paris
20016;Pyrénées - Maraîchers;SANN;19;19;0;0;0;SANN;SANN;2022-10-05;48,85714001;2,404350936;Paris
42703;Fontainebleau - Edmond Michelet;SANN;45;43;1;0;1;SANN;SANN;2022-10-05;48,80956437;2,362690866;Le Kremlin-Bicêtre
32015;Gare RER de Saint-Denis;SANN;40;30;6;4;2;SANN;SANN;2022-10-05;48,93554324;2,347148806;Saint-Denis
12161;Diderot - Reuilly;SANN;44;30;12;8;4;SANN;SANN;2022-10-05;48,84720846;2,386127338;Paris
10010;Place Jacques Bonsergent;SANN;33;20;8;5;3;SANN;SANN;2022-10-05;48,87094822;2,361204922;Paris
13046;Eugène Oudiné - Dessous Des Berges;SANN;44;7;34;27;7;SANN;SANN;2022-10-05;48,8256423;2,3750226;Paris
5121;Square René Viviani - Montebello;SANN;34;25;8;4;4;SANN;SANN;2022-10-05;48,85190489;2,347842157;Paris
12004;Traversière - Ledru-Rollin;SANN;34;2;28;27;1;SANN;SANN;2022-10-05;48,85073582;2,375870112;Paris
1117;Pont Neuf - Rivoli;SANN;27;5;18;14;4;SANN;SANN;2022-10-05;48,86008989;2,34405756;Paris
4110;Neuve Saint-Pierre - Beautreillis;SANN;20;13;7;6;1;SANN;SANN;2022-10-05;48,85355351;2,363912277;Paris
1120;Lavandieres Sainte Opportune - Rivoli;SANN;27;13;14;9;5;SANN;SANN;2022-10-05;48,8592797;2,346621752;Paris
14030;Pernety - Raymond Losserand;SANN;32;28;4;1;3;SANN;SANN;2022-10-05;48,83425463;2,317609339;Paris
32004;Wilson - Landy;SANN;40;10;28;25;3;SANN;SANN;2022-10-05;48,91516726;2,357633226;Saint-Denis
12010;Daumesnil - Picpus;SANN;21;19;1;1;0;SANN;SANN;2022-10-05;48,8374688;2,401765;Paris
8019;Naples - Rome;SANN;26;23;3;1;2;SANN;SANN;2022-10-05;48,8799607;2,321358696;Paris
19041;Belleville - Pyrénées;SANN;42;39;1;0;1;SANN;SANN;2022-10-05;48,8741908;2,3860039;Paris
16112;Chernoviz - Raynouard;SANN;37;34;3;1;2;SANN;SANN;2022-10-05;48,85698641;2,282173218;Paris
13122;Parc de Choisy;SANN;25;22;3;2;1;SANN;SANN;2022-10-05;48,82815625;2,358513533;Paris
20201;Eugène Reisz - Davout;SANN;20;17;2;0;2;SANN;SANN;2022-10-05;48,85631875;2,410396971;Paris
31704;Jeanne Hornet - Girardot;SANN;29;25;1;0;1;SANN;SANN;2022-10-05;48,87380268;2,427820265;Bagnolet
22102;Mont Valérien - Michel Salles;SANN;24;21;1;0;1;SANN;SANN;2022-10-05;48,8561915;2,2152966;Saint-Cloud
32603;Calmette;SANN;32;30;1;0;1;SANN;SANN;2022-10-05;48,88104925;2,424993217;Les Lilas
15003;Gare Montparnasse - Vaugirard;SANN;66;62;3;0;3;SANN;SANN;2022-10-05;48,84180718;2,319510027;Paris
12041;Bois de Vincennes.;SANN;60;50;9;5;4;SANN;SANN;2022-10-05;48,8338064;2,4132221;Saint-Mandé
6032;Sabot - Rennes;SANN;26;13;11;4;7;SANN;SANN;2022-10-05;48,85257511;2,331552766;Paris
7016;Surcouf - Université;SANN;58;26;26;19;7;SANN;SANN;2022-10-05;48,86127302;2,309453551;Paris
7008;Villersexel - Saint-Germain;SANN;16;1;15;14;1;SANN;SANN;2022-10-05;48,858297;2,323793471;Paris
18138;Ney - Charles Hermite;SANN;20;15;4;2;2;SANN;SANN;2022-10-05;48,89874804;2,364575453;Paris
17022;Pereire - Place de Wagram;SANN;46;39;6;4;2;SANN;SANN;2022-10-05;48,88707061;2,304111125;Paris
4011;Hôtel de Ville - Pont-Marie;SANN;36;25;10;6;4;SANN;SANN;2022-10-05;48,85389965;2,356947251;Paris
7020;Champ de Mars - Cler;SANN;41;36;4;2;2;SANN;SANN;2022-10-05;48,85669155;2,306646779;Paris
9118;Faubourg Poissonniere - Delta;SANN;36;32;4;1;3;SANN;SANN;2022-10-05;48,88255581;2,349748202;Paris
15107;Palais des Sports;SANN;22;4;18;15;3;SANN;SANN;2022-10-05;48,83346852;2,285872065;Paris
4013;Vieille du Temple - Francs Bourgeois;SANN;29;23;3;2;1;SANN;SANN;2022-10-05;48,85825641;2,358217947;Paris
6017;Sénat - Condé;SANN;33;8;22;16;6;SANN;SANN;2022-10-05;48,84954228;2,337939441;Paris
31023;Place François Mitterand;SANN;34;29;5;0;5;SANN;SANN;2022-10-05;48,86492782;2,442958318;Montreuil
10114;Granges aux Belles - Hôpital Saint-Louis;SANN;60;57;2;2;0;SANN;SANN;2022-10-05;48,87479499;2,366669437;Paris
2001;Greneta - Sebastopol;SANN;32;20;11;6;5;SANN;SANN;2022-10-05;48,86524233;2,351666987;Paris
21114;Gustave Eiffel - Parc des Impressionnistes;SANN;30;25;4;1;3;SANN;SANN;2022-10-05;48,9039062;2,294690832;Clichy
7101;Raspail - Chomel;SANN;49;1;48;34;14;SANN;SANN;2022-10-05;48,85223316;2,32665807;Paris
20137;Borrégo - Gambetta;SANN;25;25;0;0;0;SANN;SANN;2022-10-05;48,87330497;2,401414588;Paris
18137;Poissonniers - Nord;SANN;28;27;1;0;1;SANN;SANN;2022-10-05;48,89251121;2,352222875;Paris
10036;Aqueduc - Villette;SANN;28;23;1;0;1;SANN;SANN;2022-10-05;48,88388606;2,367198803;Paris
17116;Reims - Porte d'Asnières;SANN;26;19;6;4;2;SANN;SANN;2022-10-05;48,89183445;2,30014466;Paris
20026;Tenon;USANN;26;26;0;0;0;USANN;USANN;2022-08-18;48,8678962;2,4005036;Paris
12108;Bercy.;SANN;66;3;63;43;20;SANN;SANN;2022-10-05;48,83996691;2,378862575;Paris
21024;Billancourt - Général Leclerc;SANN;22;1;20;12;8;SANN;SANN;2022-10-05;48,8322649;2,2380413;Boulogne-Billancourt
17016;Brochant - Square des Batignolles;SANN;31;30;0;0;0;SANN;SANN;2022-10-05;48,88818699;2,316861143;Paris
19023;Manin - Simon Bolivar;SANN;26;23;1;0;1;SANN;SANN;2022-10-05;48,87649965;2,379407363;Paris
11003;Keller - La Roquette;SANN;34;28;6;5;1;SANN;SANN;2022-10-05;48,8555508;2,3752778;Paris
7013;Duroc - Place de Breteuil;SANN;42;21;19;17;2;SANN;SANN;2022-10-05;48,84746064;2,312614024;Paris
11034;Parmentier - Fontaine au Roi;SANN;48;46;1;0;1;SANN;SANN;2022-10-05;48,86787671;2,372705979;Paris
2013;Favart - Italiens;SANN;17;3;12;10;2;SANN;SANN;2022-10-05;48,87144635;2,338290106;Paris
9012;Rougemont - Poissonnière;SANN;30;0;30;14;16;SANN;SANN;2022-10-05;48,87161157;2,34587308;Paris
21311;Parvis Corentin Celton;SANN;55;21;34;32;2;SANN;SANN;2022-10-05;48,82747253;2,278431952;Issy-les-Moulineaux
19031;Manin - Crimée;SANN;23;21;2;1;1;SANN;SANN;2022-10-05;48,88312177;2,38636706;Paris
15059;Parc André Citroën;SANN;65;6;58;54;4;SANN;SANN;2022-10-05;48,84063994;2,278061807;Paris
13114;Nationale - Marcel Duchamp;SANN;23;8;15;7;8;SANN;SANN;2022-10-05;48,82463749;2,36780148;Paris
8038;François 1er - Montaigne;SANN;29;2;27;13;14;SANN;SANN;2022-10-05;48,86688765;2,306675576;Paris
15061;Square Desnouettes;SANN;22;7;14;14;0;SANN;SANN;2022-10-05;48,83476838;2,284142297;Paris
8056;Beaujon - Wagram;SANN;29;23;5;5;0;SANN;SANN;2022-10-05;48,87535246;2,296441644;Paris
20017;Saint-Blaise - Mouraud;SANN;27;27;0;0;0;SANN;SANN;2022-10-05;48,85696178;2,408694774;Paris
45001;Hôtel de Ville de Champigny sur Marne;SANN;21;16;5;4;1;SANN;SANN;2022-10-05;48,81381063;2,50967592;Champigny-sur-Marne
1016;Thérèse - Opéra;SANN;25;0;22;10;12;SANN;SANN;2022-10-05;48,86648351;2,334433421;Paris
14006;Saint-Jacques - Tombe Issoire;SANN;23;22;1;0;1;SANN;SANN;2022-10-05;48,83320633;2,336910814;Paris
8015;Roquépine - Malesherbes;SANN;37;3;34;20;14;SANN;SANN;2022-10-05;48,87345073;2,3204045;Paris
13041;Porte d'Ivry;SANN;50;26;21;18;3;SANN;SANN;2022-10-05;48,82176875;2,368870676;Paris
7026;Place de Finlande;SANN;25;0;25;16;9;SANN;SANN;2022-10-05;48,86240834;2,311362438;Paris
10163;Gare du Nord - Demarquay;SANN;30;27;2;0;2;SANN;SANN;2022-10-05;48,881154;2,358411;Paris
21108;Mairie de Clichy;SANN;51;44;3;3;0;SANN;SANN;2022-10-05;48,90365363;2,305935323;Clichy
18042;Place Pigalle;SANN;21;19;0;0;0;SANN;SANN;2022-10-05;48,8827555;2,3361566;Paris
6014;Pont de Lodi - Dauphine;SANN;23;11;11;4;7;SANN;SANN;2022-10-05;48,8552969;2,339947308;Paris
20019;Place du Maquis du Vercors;SANN;31;31;0;0;0;SANN;SANN;2022-10-05;48,87732158;2,408378273;Paris
31018;Gambetta - Michelet;SANN;33;31;2;0;2;SANN;SANN;2022-10-05;48,85273792;2,429966033;Montreuil
31013;Centenaire - Sorins;SANN;45;45;0;0;0;SANN;SANN;2022-10-05;48,85853523;2,427350879;Montreuil
2110;Jeûneurs - Mulhouse;SANN;28;8;18;6;12;SANN;SANN;2022-10-05;48,868997;2,346925;Paris
18001;Damrémont - Caulaincourt;SANN;18;18;0;0;0;SANN;SANN;2022-10-05;48,88714509;2,332588099;Paris
1022;Danielle Casanova - Place Vendôme;SANN;37;3;33;18;15;SANN;SANN;2022-10-05;48,8682665;2,330483906;Paris
32018;Franciade - Gabriel Péri;SANN;26;10;16;7;9;SANN;SANN;2022-10-05;48,93261499;2,355954498;Saint-Denis
13019;Fernand Braudel - Vincent Auriol;SANN;36;1;35;19;16;SANN;SANN;2022-10-05;48,83637852;2,372340448;Paris
5019;Poissy - Saint-Germain;SANN;25;17;8;6;2;SANN;SANN;2022-10-05;48,84969649;2,352968529;Paris
8105;François 1er - Lincoln;SANN;31;2;29;13;16;SANN;SANN;2022-10-05;48,86951798;2,302426219;Paris
18019;Square Raymond Souplex;SANN;52;49;1;0;1;SANN;SANN;2022-10-05;48,89183721;2,335426103;Paris
11046;Place de la République - Voltaire;SANN;19;11;8;5;3;SANN;SANN;2022-10-05;48,86683097;2,365481034;Paris
15063;Convention - Saint-Charles;SANN;19;18;1;1;0;SANN;SANN;2022-10-05;48,84315611;2,283109054;Paris
11107;Faidherbe - Dahomey;SANN;44;15;24;21;3;SANN;SANN;2022-10-05;48,85135833;2,383823135;Paris
15020;Mairie du 15ème;SANN;32;31;1;0;1;SANN;SANN;2022-10-05;48,8417762;2,2986539;Paris
9113;Bleue - Trévise;SANN;30;18;9;5;4;SANN;SANN;2022-10-05;48,87578907;2,347289622;Paris
41206;Place des Larris;SANN;34;23;11;5;6;SANN;SANN;2022-10-05;48,8568363;2,4780236;Fontenay-sous-Bois
16041;Versailles - Claude Terrasse;SANN;46;29;15;15;0;SANN;SANN;2022-10-05;48,84021934;2,263834191;Paris
13113;Vistule - Choisy;SANN;33;30;3;1;2;SANN;SANN;2022-10-05;48,82365544;2,361572385;Paris
4109;Mornay - Sully;SANN;15;9;7;6;1;SANN;SANN;2022-10-05;48,849704;2,364460789;Paris
11019;Charonne - Philippe-Auguste;SANN;32;30;1;1;0;SANN;SANN;2022-10-05;48,85560316;2,390546391;Paris
3101;Porte Saint-Martin;SANN;34;32;1;0;1;SANN;SANN;2022-10-05;48,86860172;2,355701029;Paris
23008;Hôtel de Ville de Levallois Perret;SANN;26;15;10;7;3;SANN;SANN;2022-10-05;48,89314452;2,288881838;Levallois-Perret
23302;Parc de Sceaux - Centre-Ville;SANN;33;26;4;0;4;SANN;SANN;2022-10-05;48,77695298;2,295721471;Sceaux
16016;Paul Doumer - La Tour;SANN;34;20;13;11;2;SANN;SANN;2022-10-05;48,86011611;2,280840482;Paris
21952;Place Tony de Graaff;SANN;42;21;21;19;2;SANN;SANN;2022-10-05;48,8181645;2,2458109;Meudon
14116;Romain Rolland;SANN;25;24;1;0;1;SANN;SANN;2022-10-05;48,82021523;2,323414423;Montrouge
10164;Claude Vellefaux - Sambre et Meuse;SANN;34;31;1;0;1;SANN;SANN;2022-10-05;48,875022;2,370478;Paris
47002;Les Juilliottes;SANN;21;10;9;1;8;SANN;SANN;2022-10-05;48,8043072;2,4437362;Maisons-Alfort
9015;Lamartine - Faubourg Montmartre;SANN;32;19;11;9;2;SANN;SANN;2022-10-05;48,87661398;2,33976569;Paris
33005;République - Henri Barbusse;SANN;32;17;13;6;7;SANN;SANN;2022-10-05;48,90661554;2,38943249;Aubervilliers
17104;Jardin Marguerite Long;SANN;22;18;4;3;1;SANN;SANN;2022-10-05;48,88169858;2,283657566;Paris
20103;Le Vau - Maurice Bertaux;SANN;25;24;1;0;1;SANN;SANN;2022-10-05;48,86803439;2,411030612;Paris
22002;Argenson - Château;SANN;25;1;23;12;11;SANN;SANN;2022-10-05;48,88855931;2,264200151;Neuilly-sur-Seine
2014;Daunou - Louis le Grand;SANN;17;4;12;8;4;SANN;SANN;2022-10-05;48,869113;2,332515;Paris
11110;Roquette - Folie Regnault;SANN;52;50;1;0;1;SANN;SANN;2022-10-05;48,85924696;2,386553624;Paris
11048;Place Mireille Havet;SANN;43;17;26;19;7;SANN;SANN;2022-10-05;48,850533;2,383756;Paris
16031;Vignes - Boulainvilliers;SANN;21;14;6;1;5;SANN;SANN;2022-10-05;48,85639948;2,275240459;Paris
8049;Georges V - François 1er;SANN;22;0;22;9;13;SANN;SANN;2022-10-05;48,87034;2,30082;Paris
5028;Censier - Jardin des Plantes;SANN;28;17;10;7;3;SANN;SANN;2022-10-05;48,84107178;2,355475388;Paris
6031;Pierre Sarrazin - Saint-Michel;SANN;33;6;26;23;3;SANN;SANN;2022-10-05;48,85090815;2,342130728;Paris
17005;Brochant - Clichy;SANN;53;49;3;2;1;SANN;SANN;2022-10-05;48,89032999;2,31973056;Paris
5030;Sorbonne - Ecoles;SANN;50;5;45;23;22;SANN;SANN;2022-10-05;48,84968657;2,34349966;Paris
14127;Odessa - Départ;SANN;39;39;0;0;0;USANN;USANN;2022-09-18;48,84288559;2,324428149;Paris
2101;Bachaumont - Montmartre;SANN;33;8;25;16;9;SANN;SANN;2022-10-05;48,86617395;2,344977558;Paris
14016;René Coty - Parc Montsouris;SANN;55;55;0;0;0;SANN;SANN;2022-10-05;48,82479134;2,336124927;Paris
14007;Ferrus - Saint-Jacques;SANN;34;30;4;1;3;SANN;SANN;2022-10-05;48,8313878;2,3408563;Paris
12033;François Truffaut - Saint Emilion;SANN;66;47;18;18;0;SANN;SANN;2022-10-05;48,83372354;2,386601903;Paris
12154;Square Georges Melies;SANN;40;30;10;6;4;SANN;SANN;2022-10-05;48,84070239;2,409667745;Paris
22012;Madeleine Michelis - Roule;SANN;25;15;7;2;5;SANN;SANN;2022-10-05;48,88260431;2,277363427;Neuilly-sur-Seine
8029;Place du Canada;SANN;29;0;19;10;9;SANN;SANN;2022-10-05;48,86534627;2,310193788;Paris
13110;Moulin de la Pointe;SANN;22;20;2;2;0;SANN;SANN;2022-10-05;48,82092946;2,356317937;Paris
19021;Mairie du 19ème;SANN;27;22;5;1;4;SANN;SANN;2022-10-05;48,88256264;2,381262481;Paris
42011;Quai Marcel Boyer - Victor Hugo;SANN;29;16;9;6;3;SANN;SANN;2022-10-05;48,82255637;2,392039597;Ivry-sur-Seine
11044;Square du Bataclan;SANN;20;14;3;3;0;SANN;SANN;2022-10-05;48,8633762;2,3711327;Paris
15009;Suffren - Pérignon;SANN;46;25;19;15;4;SANN;SANN;2022-10-05;48,84717561;2,307052148;Paris
23105;Sèvres Rive Gauche;SANN;33;32;1;0;1;SANN;SANN;2022-10-05;48,82144322;2,215078531;Sèvres
23005;Gare de Clichy-Levallois;SANN;26;8;18;16;2;SANN;SANN;2022-10-05;48,89679827;2,298468053;Levallois-Perret
19030;Melun - Jean Jaurès;SANN;28;25;0;0;0;SANN;SANN;2022-10-05;48,88377967;2,37647742;Paris
20117;Saint-Fargeau - Mortier;SANN;33;32;1;0;1;SANN;SANN;2022-10-05;48,87266656;2,40791291;Paris
21004;Jean Jaurès - Reine;SANN;31;19;11;11;0;SANN;SANN;2022-10-05;48,84009623;2,239872515;Boulogne-Billancourt
14125;Dareau - Broussais;SANN;24;21;2;2;0;SANN;SANN;2022-10-05;48,8307758;2,3361804;Paris
